prolific_id,teacher_condition,block_condition,block_index,game_type,condition_index,condition_count_index,total_reward,human_total_reward,method,solver,choice_variance,choice_entropy,human_choice_entropy,human_choice_variance
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,19.0,19.0,Hybrid Choice-Reward,UCB,3.972222222222222,0.785235442391543,1.4591479170272448,0.47222222222222215
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,23.0,13.0,Hybrid Choice-Reward,UCB,0.0,-0.0,2.3028416701725316,3.2430555555555554
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,15.0,19.0,Hybrid Choice-Only,UCB,6.373263888888888,1.938721875540867,1.4591479170272448,0.47222222222222215
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,22.0,13.0,Hybrid Choice-Only,UCB,0.3055555555555555,0.41381685030363374,2.3028416701725316,3.2430555555555554
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,20.0,19.0,Naive Estimator,UCB,1.826388888888889,1.2908520829727552,1.4591479170272448,0.47222222222222215
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,21.0,13.0,Naive Estimator,UCB,0.638888888888889,0.24988229283318544,2.3028416701725316,3.2430555555555554
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,12.0,15.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156,1.3248893422453545,1.1510416666666667
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,20.0,21.0,Hybrid Choice-Reward,UCB,3.234375,0.24988229283318544,0.49715018363696706,0.9565972222222223
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,10.0,15.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156,1.3248893422453545,1.1510416666666667
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,19.0,21.0,Hybrid Choice-Only,UCB,0.359375,0.24988229283318544,0.49715018363696706,0.9565972222222223
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,9.0,15.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156,1.3248893422453545,1.1510416666666667
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,17.0,21.0,Naive Estimator,UCB,1.222222222222222,0.41381685030363374,0.49715018363696706,0.9565972222222223
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,9.0,9.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156,2.5943609377704333,6.1649305555555545
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,14.0,10.0,Hybrid Choice-Reward,UCB,2.2065972222222228,0.8886865525783176,2.1625056054120884,4.4375
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,7.0,9.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156,2.5943609377704333,6.1649305555555545
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,23.0,10.0,Hybrid Choice-Only,UCB,1.75,0.5435644431995964,2.1625056054120884,4.4375
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,12.0,9.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156,2.5943609377704333,6.1649305555555545
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,18.0,10.0,Naive Estimator,UCB,1.0833333333333333,1.2593984370492772,2.1625056054120884,4.4375
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,12.0,21.0,Hybrid Choice-Reward,UCB,5.909722222222222,2.4072682296173893,0.24988229283318544,0.039930555555555546
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,16.0,18.0,Hybrid Choice-Reward,UCB,2.706597222222222,1.1582226755786877,0.8886865525783176,0.2708333333333333
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,22.0,21.0,Hybrid Choice-Only,UCB,0.359375,0.24988229283318544,0.24988229283318544,0.039930555555555546
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,23.0,18.0,Hybrid Choice-Only,UCB,0.0,-0.0,0.8886865525783176,0.2708333333333333
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,19.0,21.0,Naive Estimator,UCB,0.6927083333333334,1.0238995733215064,0.24988229283318544,0.039930555555555546
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,19.0,18.0,Naive Estimator,UCB,0.20659722222222224,0.49715018363696706,0.8886865525783176,0.2708333333333333
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,21.0,15.0,Hybrid Choice-Reward,UCB,1.373263888888889,0.6583514224564075,1.8478548143998654,17.539930555555554
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,20.0,20.0,Hybrid Choice-Reward,UCB,0.0,-0.0,0.24988229283318544,0.03993055555555555
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,14.0,15.0,Hybrid Choice-Only,UCB,9.659722222222221,2.3716535224393334,1.8478548143998654,17.539930555555554
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,21.0,20.0,Hybrid Choice-Only,UCB,0.0,-0.0,0.24988229283318544,0.03993055555555555
