prolific_id,teacher_condition,block_condition,block_index,game_type,condition_index,condition_count_index,total_reward,human_total_reward,method,solver,choice_variance,choice_entropy
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,19.0,19.0,Hybrid Choice-Reward,UCB,8.409722222222223,1.650022421648354
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,20.0,13.0,Hybrid Choice-Reward,UCB,3.0833333333333335,0.49715018363696706
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,14.0,19.0,Hybrid Choice-Only,UCB,16.484375,1.8129072918469558
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,11.0,13.0,Hybrid Choice-Only,UCB,15.055555555555557,1.4773344666381945
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,10.0,19.0,Naive Estimator,UCB,4.581597222222222,2.3523037954930768
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,21.0,13.0,Naive Estimator,UCB,3.0,0.8112781244591328
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,10.0,15.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,22.0,21.0,Hybrid Choice-Reward,UCB,0.0,-0.0
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,9.0,15.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,19.0,21.0,Hybrid Choice-Only,UCB,10.9375,0.5435644431995964
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,6.0,15.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,18.0,21.0,Naive Estimator,UCB,3.5,0.49715018363696706
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,10.0,9.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,14.0,10.0,Hybrid Choice-Reward,UCB,6.7430555555555545,1.3250112108241772
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,7.0,9.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,18.0,10.0,Hybrid Choice-Only,UCB,1.2430555555555556,0.6583514224564075
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,10.0,9.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,24.0,10.0,Naive Estimator,UCB,0.0,-0.0
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,11.0,21.0,Hybrid Choice-Reward,UCB,7.873263888888888,2.2731315234143215
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,18.0,18.0,Hybrid Choice-Reward,UCB,3.831597222222222,1.1964209471916636
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,19.0,21.0,Hybrid Choice-Only,UCB,2.373263888888889,1.1752835873133534
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,18.0,18.0,Hybrid Choice-Only,UCB,8.081597222222221,1.5220552088742005
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,20.0,21.0,Naive Estimator,UCB,0.5555555555555555,1.0553532192449844
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,22.0,18.0,Naive Estimator,UCB,0.03993055555555555,0.24988229283318544
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,14.0,15.0,Hybrid Choice-Reward,UCB,15.164930555555555,2.042481250360578
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,13.0,20.0,Hybrid Choice-Reward,UCB,17.243055555555557,1.717090774749888
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,12.0,15.0,Hybrid Choice-Only,UCB,12.873263888888888,1.9481203125901447
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,12.0,20.0,Hybrid Choice-Only,UCB,7.359375,1.061278124459133
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,14.0,15.0,Naive Estimator,UCB,9.984375,1.930155966959864
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,22.0,20.0,Naive Estimator,UCB,0.0,-0.0
60d912ea081d95b4faa5ba51,novice,watch play play,1,play,1,1,10.0,8.0,Hybrid Choice-Reward,UCB,7.081597222222221,2.677694271103767
60d912ea081d95b4faa5ba51,novice,watch play play,2,play,1,1,18.0,12.0,Hybrid Choice-Reward,UCB,0.33159722222222227,0.6583514224564075
60d912ea081d95b4faa5ba51,novice,watch play play,1,play,1,1,19.0,8.0,Hybrid Choice-Only,UCB,1.5555555555555554,0.49715018363696706
60d912ea081d95b4faa5ba51,novice,watch play play,2,play,1,1,18.0,12.0,Hybrid Choice-Only,UCB,0.7222222222222222,0.8166890883150209
60d912ea081d95b4faa5ba51,novice,watch play play,1,play,1,1,17.0,8.0,Naive Estimator,UCB,14.25,2.2440954395801547
60d912ea081d95b4faa5ba51,novice,watch play play,2,play,1,1,14.0,12.0,Naive Estimator,UCB,9.993055555555555,2.2342010098207163
6519b6951e9a19f4b3d6f545,novice,watch play play,1,play,1,1,19.0,15.0,Hybrid Choice-Reward,UCB,9.826388888888888,1.3965354233178195
6519b6951e9a19f4b3d6f545,novice,watch play play,2,play,1,1,17.0,20.0,Hybrid Choice-Reward,UCB,8.664930555555555,1.273009654835499
6519b6951e9a19f4b3d6f545,novice,watch play play,1,play,1,1,14.0,15.0,Hybrid Choice-Only,UCB,15.123263888888888,2.1981203125901447
6519b6951e9a19f4b3d6f545,novice,watch play play,2,play,1,1,16.0,20.0,Hybrid Choice-Only,UCB,1.859375,0.8708644692353644
6519b6951e9a19f4b3d6f545,novice,watch play play,1,play,1,1,13.0,15.0,Naive Estimator,UCB,7.914930555555556,2.189798190080988
6519b6951e9a19f4b3d6f545,novice,watch play play,2,play,1,1,17.0,20.0,Naive Estimator,UCB,4.993055555555556,1.324344026199031
614f58258eaf7063aa888d90,novice,play watch play,0,play,1,1,10.0,16.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
614f58258eaf7063aa888d90,novice,play watch play,2,play,1,1,11.0,14.0,Hybrid Choice-Reward,UCB,12.456597222222223,1.5774287729134877
614f58258eaf7063aa888d90,novice,play watch play,0,play,1,1,6.0,16.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
614f58258eaf7063aa888d90,novice,play watch play,2,play,1,1,16.0,14.0,Hybrid Choice-Only,UCB,1.984375,1.2059413017339653
614f58258eaf7063aa888d90,novice,play watch play,0,play,1,1,8.0,16.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
614f58258eaf7063aa888d90,novice,play watch play,2,play,1,1,22.0,14.0,Naive Estimator,UCB,0.15972222222222224,0.24988229283318544
5cb489ff0cd1ed0017465d19,novice,play watch play,0,play,0,0,12.0,17.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
5cb489ff0cd1ed0017465d19,novice,play watch play,2,play,0,0,11.0,18.0,Hybrid Choice-Reward,UCB,9.138888888888888,1.9125056054120886
5cb489ff0cd1ed0017465d19,novice,play watch play,0,play,0,0,10.0,17.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
5cb489ff0cd1ed0017465d19,novice,play watch play,2,play,0,0,18.0,18.0,Hybrid Choice-Only,UCB,6.734375,1.4899343783255763
5cb489ff0cd1ed0017465d19,novice,play watch play,0,play,0,0,10.0,17.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
5cb489ff0cd1ed0017465d19,novice,play watch play,2,play,0,0,21.0,18.0,Naive Estimator,UCB,0.6875,0.41381685030363374
5be084ec4c397b0001ec3567,expert,watch play play,1,play,0,0,22.0,19.0,Hybrid Choice-Reward,UCB,0.0,-0.0
5be084ec4c397b0001ec3567,expert,watch play play,2,play,0,0,21.0,21.0,Hybrid Choice-Reward,UCB,3.472222222222222,0.6500224216483541
5be084ec4c397b0001ec3567,expert,watch play play,1,play,0,0,18.0,19.0,Hybrid Choice-Only,UCB,5.388888888888888,1.040852082972755
5be084ec4c397b0001ec3567,expert,watch play play,2,play,0,0,13.0,21.0,Hybrid Choice-Only,UCB,7.609375,1.850983694881109
5be084ec4c397b0001ec3567,expert,watch play play,1,play,0,0,13.0,19.0,Naive Estimator,UCB,5.9375,1.9182958340544896
