prolific_id,teacher_condition,block_condition,block_index,game_type,condition_index,condition_count_index,total_reward,human_total_reward,method,solver,choice_variance,choice_entropy
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,11.0,19.0,Hybrid Choice-Reward,UCB,8.472222222222221,2.4549868557726664
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,14.0,13.0,Hybrid Choice-Reward,UCB,8.659722222222221,1.2069084251518167
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,15.0,19.0,Hybrid Choice-Only,UCB,11.873263888888888,1.9824575106554494
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,19.0,13.0,Hybrid Choice-Only,UCB,0.3055555555555556,0.41381685030363374
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,18.0,19.0,Naive Estimator,UCB,3.493055555555556,1.6368421881310118
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,22.0,13.0,Naive Estimator,UCB,0.0,-0.0
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,12.0,15.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,18.0,21.0,Hybrid Choice-Reward,UCB,1.4375,0.24988229283318544
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,12.0,15.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,21.0,21.0,Hybrid Choice-Only,UCB,0.998263888888889,0.24988229283318544
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,12.0,15.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,14.0,21.0,Naive Estimator,UCB,14.159722222222223,1.8647869792568113
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,14.0,9.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,13.0,10.0,Hybrid Choice-Reward,UCB,7.270833333333333,1.7264892117991655
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,11.0,9.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,15.0,10.0,Hybrid Choice-Only,UCB,6.083333333333333,1.5805576533947314
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,9.0,9.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,19.0,10.0,Naive Estimator,UCB,1.576388888888889,0.9737837298712214
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,15.0,21.0,Hybrid Choice-Reward,UCB,4.567708333333333,1.850983694881109
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,22.0,18.0,Hybrid Choice-Reward,UCB,0.0,-0.0
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,19.0,21.0,Hybrid Choice-Only,UCB,1.25,0.6500224216483541
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,18.0,18.0,Hybrid Choice-Only,UCB,6.49826388888889,1.290852082972755
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,20.0,21.0,Naive Estimator,UCB,0.40972222222222227,0.9000224216483541
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,20.0,18.0,Naive Estimator,UCB,0.0,-0.0
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,11.0,15.0,Hybrid Choice-Reward,UCB,10.414930555555555,2.023131523414322
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,12.0,20.0,Hybrid Choice-Reward,UCB,17.692708333333332,1.8129072918469558
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,15.0,15.0,Hybrid Choice-Only,UCB,11.472222222222223,2.4508257945180887
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,20.0,20.0,Hybrid Choice-Only,UCB,0.0,-0.0
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,17.0,15.0,Naive Estimator,UCB,15.123263888888888,2.3443609377704338
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,17.0,20.0,Naive Estimator,UCB,4.039930555555556,1.4083445441575104
60d912ea081d95b4faa5ba51,novice,watch play play,1,play,1,1,20.0,8.0,Hybrid Choice-Reward,UCB,3.993055555555556,0.9405662399881731
60d912ea081d95b4faa5ba51,novice,watch play play,2,play,1,1,20.0,12.0,Hybrid Choice-Reward,UCB,0.6875,0.41381685030363374
60d912ea081d95b4faa5ba51,novice,watch play play,1,play,1,1,13.0,8.0,Hybrid Choice-Only,UCB,3.206597222222222,1.8647869792568113
60d912ea081d95b4faa5ba51,novice,watch play play,2,play,1,1,19.0,12.0,Hybrid Choice-Only,UCB,0.03993055555555556,0.24988229283318544
60d912ea081d95b4faa5ba51,novice,watch play play,1,play,1,1,12.0,8.0,Naive Estimator,UCB,9.081597222222223,2.484697002530877
60d912ea081d95b4faa5ba51,novice,watch play play,2,play,1,1,13.0,12.0,Naive Estimator,UCB,0.4982638888888888,1.1964209471916636
6519b6951e9a19f4b3d6f545,novice,watch play play,1,play,1,1,21.0,15.0,Hybrid Choice-Reward,UCB,0.4375,0.5435644431995964
6519b6951e9a19f4b3d6f545,novice,watch play play,2,play,1,1,18.0,20.0,Hybrid Choice-Reward,UCB,0.7065972222222223,0.6583514224564075
6519b6951e9a19f4b3d6f545,novice,watch play play,1,play,1,1,14.0,15.0,Hybrid Choice-Only,UCB,17.914930555555554,1.850983694881109
6519b6951e9a19f4b3d6f545,novice,watch play play,2,play,1,1,19.0,20.0,Hybrid Choice-Only,UCB,0.0,-0.0
6519b6951e9a19f4b3d6f545,novice,watch play play,1,play,1,1,20.0,15.0,Naive Estimator,UCB,0.7708333333333334,0.49715018363696706
6519b6951e9a19f4b3d6f545,novice,watch play play,2,play,1,1,22.0,20.0,Naive Estimator,UCB,0.359375,0.24988229283318544
614f58258eaf7063aa888d90,novice,play watch play,0,play,1,1,7.0,16.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
614f58258eaf7063aa888d90,novice,play watch play,2,play,1,1,16.0,14.0,Hybrid Choice-Reward,UCB,4.0,0.6583514224564075
614f58258eaf7063aa888d90,novice,play watch play,0,play,1,1,11.0,16.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
614f58258eaf7063aa888d90,novice,play watch play,2,play,1,1,15.0,14.0,Hybrid Choice-Only,UCB,4.039930555555555,1.1386865525783176
614f58258eaf7063aa888d90,novice,play watch play,0,play,1,1,14.0,16.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
614f58258eaf7063aa888d90,novice,play watch play,2,play,1,1,18.0,14.0,Naive Estimator,UCB,3.956597222222222,1.3563429881688325
5cb489ff0cd1ed0017465d19,novice,play watch play,0,play,0,0,13.0,17.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
5cb489ff0cd1ed0017465d19,novice,play watch play,2,play,0,0,15.0,18.0,Hybrid Choice-Reward,UCB,3.5763888888888893,1.0408520829727552
5cb489ff0cd1ed0017465d19,novice,play watch play,0,play,0,0,13.0,17.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
5cb489ff0cd1ed0017465d19,novice,play watch play,2,play,0,0,15.0,18.0,Hybrid Choice-Only,UCB,8.659722222222223,1.6117022325423542
5cb489ff0cd1ed0017465d19,novice,play watch play,0,play,0,0,13.0,17.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
