prolific_id,teacher_condition,block_condition,block_index,game_type,condition_index,condition_count_index,total_reward,human_total_reward,method,solver,choice_variance,choice_entropy
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,12.0,19.0,Hybrid Choice-Reward,UCB,14.4375,2.1864823836654392
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,22.0,13.0,Hybrid Choice-Reward,UCB,0.0,-0.0
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,17.0,19.0,Hybrid Choice-Only,UCB,19.63888888888889,1.5774287729134877
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,22.0,13.0,Hybrid Choice-Only,UCB,0.359375,0.24988229283318544
5f8486766d8e7b0f17df0206,novice,watch play play,1,play,0,0,19.0,19.0,Naive Estimator,UCB,1.75,1.4082226755786877
5f8486766d8e7b0f17df0206,novice,watch play play,2,play,0,0,22.0,13.0,Naive Estimator,UCB,0.638888888888889,0.24988229283318544
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,9.0,15.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,21.0,21.0,Hybrid Choice-Reward,UCB,4.831597222222221,0.24988229283318544
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,12.0,15.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,15.0,21.0,Hybrid Choice-Only,UCB,14.243055555555552,1.7634893002931975
5e38e79295ff561112eae457,novice,play watch play,0,play,1,1,10.0,15.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
5e38e79295ff561112eae457,novice,play watch play,2,play,1,1,13.0,21.0,Naive Estimator,UCB,5.248263888888889,0.9737837298712214
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,13.0,9.0,Hybrid Choice-Reward,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,14.0,10.0,Hybrid Choice-Reward,UCB,8.24826388888889,1.7772925846688996
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,11.0,9.0,Hybrid Choice-Only,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,18.0,10.0,Hybrid Choice-Only,UCB,0.4375,0.5435644431995964
65a886d80279e6d71af87e7b,novice,play watch play,0,play,1,1,12.0,9.0,Naive Estimator,UCB,11.916666666666666,3.584962500721156
65a886d80279e6d71af87e7b,novice,play watch play,2,play,1,1,16.0,10.0,Naive Estimator,UCB,1.831597222222222,1.2720552088742005
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,17.0,21.0,Hybrid Choice-Reward,UCB,3.9565972222222214,1.1241854163060885
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,18.0,18.0,Hybrid Choice-Reward,UCB,5.414930555555557,0.6583514224564075
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,22.0,21.0,Hybrid Choice-Only,UCB,0.359375,0.24988229283318544
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,21.0,18.0,Hybrid Choice-Only,UCB,0.638888888888889,0.24988229283318544
5ea3694d838a642e5790ec0a,novice,watch play play,1,play,0,0,18.0,21.0,Naive Estimator,UCB,1.206597222222222,1.3918357778538641
5ea3694d838a642e5790ec0a,novice,watch play play,2,play,0,0,17.0,18.0,Naive Estimator,UCB,3.9722222222222228,1.1241854163060885
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,17.0,15.0,Hybrid Choice-Reward,UCB,1.0677083333333333,1.4764892117991653
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,20.0,20.0,Hybrid Choice-Reward,UCB,5.581597222222221,0.9405662399881731
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,10.0,15.0,Hybrid Choice-Only,UCB,14.484375,1.6682958340544896
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,16.0,20.0,Hybrid Choice-Only,UCB,1.9565972222222223,0.24988229283318544
5e147a28de8da6a8f013acf6,novice,watch play play,1,play,1,1,16.0,15.0,Naive Estimator,UCB,10.498263888888888,2.1682958340544896
5e147a28de8da6a8f013acf6,novice,watch play play,2,play,1,1,19.0,20.0,Naive Estimator,UCB,0.0,-0.0
