teacher_condition,block_condition,condition_index,condition_count_index,human_play_reward_1,human_play_reward_2,human_play_reward_3,model_play_reward_1,model_play_reward_2,model_play_reward_3,method,trial
expert,watch play play,1,1,12.0,14.0,,9,16,,Thompson-Naive,612274842d4805447451f87b
expert,watch play play,1,1,12.0,14.0,,20,21,,Thompson-Predict,612274842d4805447451f87b
expert,play watch play,0,0,14.0,19.0,,14.0,22.0,,Thompson-Lesion,5c48189592909000016862e7
expert,play watch play,0,0,14.0,19.0,,14.0,14.0,,Thompson-Naive,5c48189592909000016862e7
expert,play watch play,0,0,14.0,19.0,,5.0,21.0,,Thompson-Predict,5c48189592909000016862e7
novice,play watch play,0,0,12.0,13.0,,15.0,17.0,,Thompson-Lesion,655f8305b777e4c757101337
novice,play watch play,0,0,12.0,13.0,,11.0,18.0,,Thompson-Naive,655f8305b777e4c757101337
novice,play watch play,0,0,12.0,13.0,,10.0,18.0,,Thompson-Predict,655f8305b777e4c757101337
expert,watch play play,1,1,19.0,22.0,,18,21,,Thompson-Lesion,6165af4b36cb3bae91f2e355
expert,watch play play,1,1,19.0,22.0,,14,19,,Thompson-Naive,6165af4b36cb3bae91f2e355
expert,watch play play,1,1,19.0,22.0,,19,20,,Thompson-Predict,6165af4b36cb3bae91f2e355
expert,watch play play,1,1,22.0,21.0,,19,17,,Thompson-Lesion,5f4a68e4d8963d5e469541f1
expert,watch play play,1,1,22.0,21.0,,10,16,,Thompson-Naive,5f4a68e4d8963d5e469541f1
expert,watch play play,1,1,22.0,21.0,,15,20,,Thompson-Predict,5f4a68e4d8963d5e469541f1
novice,play watch play,1,1,19.0,10.0,,10.0,15.0,,Thompson-Lesion,6496f162cb9494f2bd0cb495
novice,play watch play,1,1,19.0,10.0,,13.0,13.0,,Thompson-Naive,6496f162cb9494f2bd0cb495
novice,play watch play,1,1,19.0,10.0,,14.0,18.0,,Thompson-Predict,6496f162cb9494f2bd0cb495
novice,watch play play,0,0,14.0,20.0,,7,13,,Thompson-Lesion,5be084ec4c397b0001ec3567
novice,watch play play,0,0,14.0,20.0,,12,19,,Thompson-Naive,5be084ec4c397b0001ec3567
novice,watch play play,0,0,14.0,20.0,,12,20,,Thompson-Predict,5be084ec4c397b0001ec3567
novice,play watch play,0,0,14.0,14.0,,15.0,14.0,,Thompson-Lesion,5a08ddd0df3fa800015c36ac
novice,play watch play,0,0,14.0,14.0,,10.0,16.0,,Thompson-Naive,5a08ddd0df3fa800015c36ac
novice,play watch play,0,0,14.0,14.0,,6.0,9.0,,Thompson-Predict,5a08ddd0df3fa800015c36ac
no teacher,play play play,3,1,14.0,18.0,15.0,11.0,19.0,19.0,Thompson-Lesion,632096b5574155e8727c50cc
no teacher,play play play,3,1,14.0,18.0,15.0,11.0,16.0,17.0,Thompson-Naive,632096b5574155e8727c50cc
no teacher,play play play,3,1,14.0,18.0,15.0,7.0,10.0,16.0,Thompson-Predict,632096b5574155e8727c50cc
expert,watch play play,0,0,20.0,21.0,,17,22,,Thompson-Lesion,658e66f34a68a13ce2c6ab37
expert,watch play play,0,0,20.0,21.0,,12,20,,Thompson-Naive,658e66f34a68a13ce2c6ab37
expert,watch play play,0,0,20.0,21.0,,22,22,,Thompson-Predict,658e66f34a68a13ce2c6ab37
novice,play watch play,0,0,19.0,23.0,,10.0,14.0,,Thompson-Lesion,601a2908d4210b238f755fed
novice,play watch play,0,0,19.0,23.0,,17.0,16.0,,Thompson-Naive,601a2908d4210b238f755fed
novice,play watch play,0,0,19.0,23.0,,11.0,14.0,,Thompson-Predict,601a2908d4210b238f755fed
novice,watch play play,1,1,12.0,14.0,,11,15,,Thompson-Lesion,5f0963c6310eaf000b922e94
novice,watch play play,1,1,12.0,14.0,,15,17,,Thompson-Naive,5f0963c6310eaf000b922e94
novice,watch play play,1,1,12.0,14.0,,11,13,,Thompson-Predict,5f0963c6310eaf000b922e94
expert,watch play play,0,0,22.0,20.0,,17,14,,Thompson-Lesion,659d55bdaf21e817bc9a6a2a
expert,watch play play,0,0,22.0,20.0,,8,16,,Thompson-Naive,659d55bdaf21e817bc9a6a2a
expert,watch play play,0,0,22.0,20.0,,21,20,,Thompson-Predict,659d55bdaf21e817bc9a6a2a
no teacher,play play play,2,1,17.0,13.0,14.0,6.0,15.0,18.0,Thompson-Lesion,63bc7645044a7d5ab6c9cb96
no teacher,play play play,2,1,17.0,13.0,14.0,8.0,13.0,12.0,Thompson-Naive,63bc7645044a7d5ab6c9cb96
no teacher,play play play,2,1,17.0,13.0,14.0,13.0,15.0,17.0,Thompson-Predict,63bc7645044a7d5ab6c9cb96
expert,watch play play,1,1,23.0,21.0,,22,18,,Thompson-Lesion,601a2908d4210b238f755fed
expert,watch play play,1,1,23.0,21.0,,14,21,,Thompson-Naive,601a2908d4210b238f755fed
expert,watch play play,1,1,23.0,21.0,,18,22,,Thompson-Predict,601a2908d4210b238f755fed
expert,play watch play,1,1,15.0,18.0,,13.0,21.0,,Thompson-Lesion,63ea7487c993eddd00c8ab47
expert,play watch play,1,1,15.0,18.0,,16.0,17.0,,Thompson-Naive,63ea7487c993eddd00c8ab47
expert,play watch play,1,1,15.0,18.0,,9.0,19.0,,Thompson-Predict,63ea7487c993eddd00c8ab47
expert,play watch play,1,1,8.0,13.0,,10.0,22.0,,Thompson-Lesion,5efcaaee74e56207d16db007
expert,play watch play,1,1,8.0,13.0,,15.0,14.0,,Thompson-Naive,5efcaaee74e56207d16db007
expert,play watch play,1,1,8.0,13.0,,13.0,19.0,,Thompson-Predict,5efcaaee74e56207d16db007
novice,play watch play,0,0,8.0,12.0,,11.0,15.0,,Thompson-Lesion,612274842d4805447451f87b
novice,play watch play,0,0,8.0,12.0,,12.0,16.0,,Thompson-Naive,612274842d4805447451f87b
novice,play watch play,0,0,8.0,12.0,,16.0,22.0,,Thompson-Predict,612274842d4805447451f87b
novice,play watch play,1,1,14.0,13.0,,14.0,15.0,,Thompson-Lesion,5efcaaee74e56207d16db007
novice,play watch play,1,1,14.0,13.0,,7.0,17.0,,Thompson-Naive,5efcaaee74e56207d16db007
novice,play watch play,1,1,14.0,13.0,,12.0,12.0,,Thompson-Predict,5efcaaee74e56207d16db007
novice,play watch play,0,0,14.0,18.0,,11.0,17.0,,Thompson-Lesion,63ea7487c993eddd00c8ab47
novice,play watch play,0,0,14.0,18.0,,13.0,18.0,,Thompson-Naive,63ea7487c993eddd00c8ab47
novice,play watch play,0,0,14.0,18.0,,9.0,16.0,,Thompson-Predict,63ea7487c993eddd00c8ab47
novice,play watch play,1,1,9.0,10.0,,14.0,16.0,,Thompson-Lesion,5a348ea750833c0001ee9550
novice,play watch play,1,1,9.0,10.0,,14.0,17.0,,Thompson-Naive,5a348ea750833c0001ee9550
novice,play watch play,1,1,9.0,10.0,,14.0,22.0,,Thompson-Predict,5a348ea750833c0001ee9550
novice,watch play play,0,0,16.0,23.0,,17,11,,Thompson-Lesion,60fca5dcb45af6ae93ed125f
novice,watch play play,0,0,16.0,23.0,,18,19,,Thompson-Naive,60fca5dcb45af6ae93ed125f
novice,watch play play,0,0,16.0,23.0,,13,14,,Thompson-Predict,60fca5dcb45af6ae93ed125f
expert,watch play play,0,0,20.0,21.0,,19,19,,Thompson-Lesion,62b1ed31eaaaa61b18c69032
expert,watch play play,0,0,20.0,21.0,,13,14,,Thompson-Naive,62b1ed31eaaaa61b18c69032
expert,watch play play,0,0,20.0,21.0,,17,19,,Thompson-Predict,62b1ed31eaaaa61b18c69032
no teacher,play play play,3,1,7.0,18.0,16.0,8.0,8.0,18.0,Thompson-Lesion,60fca6d058e4c2affb22d206
no teacher,play play play,3,1,7.0,18.0,16.0,18.0,10.0,15.0,Thompson-Naive,60fca6d058e4c2affb22d206
no teacher,play play play,3,1,7.0,18.0,16.0,11.0,14.0,18.0,Thompson-Predict,60fca6d058e4c2affb22d206
expert,watch play play,0,0,21.0,20.0,,20,19,,Thompson-Lesion,60e6edaeed006606fe5d0419
expert,watch play play,0,0,21.0,20.0,,16,15,,Thompson-Naive,60e6edaeed006606fe5d0419
expert,watch play play,0,0,21.0,20.0,,18,20,,Thompson-Predict,60e6edaeed006606fe5d0419
novice,play watch play,1,1,9.0,11.0,,12.0,7.0,,Thompson-Lesion,5c1b9212bfd9220001a9ada0
novice,play watch play,1,1,9.0,11.0,,8.0,20.0,,Thompson-Naive,5c1b9212bfd9220001a9ada0
novice,play watch play,1,1,9.0,11.0,,17.0,11.0,,Thompson-Predict,5c1b9212bfd9220001a9ada0
novice,watch play play,1,1,13.0,23.0,,13,10,,Thompson-Lesion,6400d916e410c86255a45836
novice,watch play play,1,1,13.0,23.0,,16,22,,Thompson-Naive,6400d916e410c86255a45836
novice,watch play play,1,1,13.0,23.0,,17,13,,Thompson-Predict,6400d916e410c86255a45836
novice,watch play play,1,1,12.0,12.0,,15,18,,Thompson-Lesion,61005b49f8382e2e24f00ef0
novice,watch play play,1,1,12.0,12.0,,14,18,,Thompson-Naive,61005b49f8382e2e24f00ef0
novice,watch play play,1,1,12.0,12.0,,13,15,,Thompson-Predict,61005b49f8382e2e24f00ef0
expert,watch play play,0,0,19.0,23.0,,17,19,,Thompson-Lesion,60fda82c6d2d7be651a8e4b7
expert,watch play play,0,0,19.0,23.0,,20,17,,Thompson-Naive,60fda82c6d2d7be651a8e4b7
expert,watch play play,0,0,19.0,23.0,,18,23,,Thompson-Predict,60fda82c6d2d7be651a8e4b7
expert,watch play play,0,0,22.0,21.0,,16,18,,Thompson-Lesion,601a2908d4210b238f755fed
expert,watch play play,0,0,22.0,21.0,,11,19,,Thompson-Naive,601a2908d4210b238f755fed
expert,watch play play,0,0,22.0,21.0,,20,19,,Thompson-Predict,601a2908d4210b238f755fed
expert,watch play play,1,1,21.0,19.0,,16,16,,Thompson-Lesion,5e38e79295ff561112eae457
expert,watch play play,1,1,21.0,19.0,,19,18,,Thompson-Naive,5e38e79295ff561112eae457
expert,watch play play,1,1,21.0,19.0,,18,20,,Thompson-Predict,5e38e79295ff561112eae457
no teacher,play play play,4,1,12.0,10.0,12.0,12.0,10.0,13.0,Thompson-Lesion,5ad0f1934d061300011b0a4d
no teacher,play play play,4,1,12.0,10.0,12.0,8.0,13.0,11.0,Thompson-Naive,5ad0f1934d061300011b0a4d
no teacher,play play play,4,1,12.0,10.0,12.0,11.0,12.0,18.0,Thompson-Predict,5ad0f1934d061300011b0a4d
novice,play watch play,0,0,11.0,20.0,,7.0,19.0,,Thompson-Lesion,659d55bdaf21e817bc9a6a2a
novice,play watch play,0,0,11.0,20.0,,13.0,14.0,,Thompson-Naive,659d55bdaf21e817bc9a6a2a
novice,play watch play,0,0,11.0,20.0,,14.0,19.0,,Thompson-Predict,659d55bdaf21e817bc9a6a2a
novice,play watch play,0,0,15.0,15.0,,10.0,19.0,,Thompson-Lesion,5c48189592909000016862e7
novice,play watch play,0,0,15.0,15.0,,9.0,13.0,,Thompson-Naive,5c48189592909000016862e7
novice,play watch play,0,0,15.0,15.0,,7.0,21.0,,Thompson-Predict,5c48189592909000016862e7
no teacher,play play play,1,0,15.0,12.0,20.0,15.0,12.0,19.0,Thompson-Lesion,5ab7c19e1667e40001d7cd93
no teacher,play play play,1,0,15.0,12.0,20.0,16.0,7.0,10.0,Thompson-Naive,5ab7c19e1667e40001d7cd93
no teacher,play play play,1,0,15.0,12.0,20.0,12.0,16.0,19.0,Thompson-Predict,5ab7c19e1667e40001d7cd93
expert,watch play play,1,1,23.0,18.0,,18,20,,Thompson-Lesion,5fc29e457497e203c3af6bb9
expert,watch play play,1,1,23.0,18.0,,20,19,,Thompson-Naive,5fc29e457497e203c3af6bb9
expert,watch play play,1,1,23.0,18.0,,18,21,,Thompson-Predict,5fc29e457497e203c3af6bb9
novice,play watch play,1,1,11.0,15.0,,11.0,15.0,,Thompson-Lesion,63bc7645044a7d5ab6c9cb96
novice,play watch play,1,1,11.0,15.0,,9.0,13.0,,Thompson-Naive,63bc7645044a7d5ab6c9cb96
novice,play watch play,1,1,11.0,15.0,,17.0,18.0,,Thompson-Predict,63bc7645044a7d5ab6c9cb96
expert,play watch play,0,0,13.0,22.0,,12.0,21.0,,Thompson-Lesion,62b1ed31eaaaa61b18c69032
expert,play watch play,0,0,13.0,22.0,,10.0,16.0,,Thompson-Naive,62b1ed31eaaaa61b18c69032
expert,play watch play,0,0,13.0,22.0,,12.0,18.0,,Thompson-Predict,62b1ed31eaaaa61b18c69032
novice,play watch play,0,0,9.0,14.0,,11.0,11.0,,Thompson-Lesion,6400f74904684aced4782997
novice,play watch play,0,0,9.0,14.0,,13.0,17.0,,Thompson-Naive,6400f74904684aced4782997
novice,play watch play,0,0,9.0,14.0,,16.0,11.0,,Thompson-Predict,6400f74904684aced4782997
no teacher,play play play,3,0,15.0,19.0,14.0,10.0,16.0,17.0,Thompson-Lesion,5e35e8505aa70059ea6edbcf
no teacher,play play play,3,0,15.0,19.0,14.0,14.0,15.0,12.0,Thompson-Naive,5e35e8505aa70059ea6edbcf
no teacher,play play play,3,0,15.0,19.0,14.0,6.0,18.0,16.0,Thompson-Predict,5e35e8505aa70059ea6edbcf
expert,watch play play,0,0,24.0,17.0,,18,17,,Thompson-Lesion,657aacdf40daebdb26cb3b94
expert,watch play play,0,0,24.0,17.0,,12,15,,Thompson-Naive,657aacdf40daebdb26cb3b94
expert,watch play play,0,0,24.0,17.0,,19,10,,Thompson-Predict,657aacdf40daebdb26cb3b94
no teacher,play play play,4,1,10.0,12.0,16.0,14.0,9.0,13.0,Thompson-Lesion,60fe09e20ce118843ca6bcd0
no teacher,play play play,4,1,10.0,12.0,16.0,12.0,12.0,14.0,Thompson-Naive,60fe09e20ce118843ca6bcd0
no teacher,play play play,4,1,10.0,12.0,16.0,11.0,16.0,17.0,Thompson-Predict,60fe09e20ce118843ca6bcd0
novice,watch play play,0,0,13.0,20.0,,10,6,,Thompson-Lesion,5c90fd5c26e3ed0001989e17
novice,watch play play,0,0,13.0,20.0,,14,14,,Thompson-Naive,5c90fd5c26e3ed0001989e17
novice,watch play play,0,0,13.0,20.0,,14,9,,Thompson-Predict,5c90fd5c26e3ed0001989e17
no teacher,play play play,2,0,12.0,20.0,19.0,12.0,13.0,11.0,Thompson-Lesion,654b007b971573e60e72d25c
no teacher,play play play,2,0,12.0,20.0,19.0,7.0,13.0,13.0,Thompson-Naive,654b007b971573e60e72d25c
no teacher,play play play,2,0,12.0,20.0,19.0,14.0,18.0,16.0,Thompson-Predict,654b007b971573e60e72d25c
expert,play watch play,1,1,13.0,19.0,,16.0,19.0,,Thompson-Lesion,58c518d7b101a70001293900
expert,play watch play,1,1,13.0,19.0,,14.0,17.0,,Thompson-Naive,58c518d7b101a70001293900
expert,play watch play,1,1,13.0,19.0,,13.0,16.0,,Thompson-Predict,58c518d7b101a70001293900
no teacher,play play play,2,1,14.0,12.0,22.0,11.0,16.0,12.0,Thompson-Lesion,65ae75ddcc163b8e8b23d45b
no teacher,play play play,2,1,14.0,12.0,22.0,11.0,11.0,18.0,Thompson-Naive,65ae75ddcc163b8e8b23d45b
no teacher,play play play,2,1,14.0,12.0,22.0,16.0,20.0,17.0,Thompson-Predict,65ae75ddcc163b8e8b23d45b
novice,play watch play,0,0,13.0,9.0,,14.0,15.0,,Thompson-Lesion,650868d5afd62c7980c24f67
novice,play watch play,0,0,13.0,9.0,,9.0,10.0,,Thompson-Naive,650868d5afd62c7980c24f67
novice,play watch play,0,0,13.0,9.0,,13.0,16.0,,Thompson-Predict,650868d5afd62c7980c24f67
no teacher,play play play,1,1,13.0,9.0,10.0,9.0,20.0,20.0,Thompson-Lesion,5d1555fe628de0001966c2fa
no teacher,play play play,1,1,13.0,9.0,10.0,13.0,17.0,21.0,Thompson-Naive,5d1555fe628de0001966c2fa
no teacher,play play play,1,1,13.0,9.0,10.0,12.0,15.0,15.0,Thompson-Predict,5d1555fe628de0001966c2fa
expert,watch play play,1,1,18.0,23.0,,19,20,,Thompson-Lesion,60fca6d058e4c2affb22d206
expert,watch play play,1,1,18.0,23.0,,14,18,,Thompson-Naive,60fca6d058e4c2affb22d206
expert,watch play play,1,1,18.0,23.0,,14,21,,Thompson-Predict,60fca6d058e4c2affb22d206
novice,watch play play,1,1,13.0,16.0,,12,12,,Thompson-Lesion,5c48189592909000016862e7
novice,watch play play,1,1,13.0,16.0,,11,13,,Thompson-Naive,5c48189592909000016862e7
novice,watch play play,1,1,13.0,16.0,,16,14,,Thompson-Predict,5c48189592909000016862e7
novice,play watch play,0,0,14.0,16.0,,14.0,15.0,,Thompson-Lesion,60fcc356256445ec7775dc39
novice,play watch play,0,0,14.0,16.0,,9.0,19.0,,Thompson-Naive,60fcc356256445ec7775dc39
novice,play watch play,0,0,14.0,16.0,,14.0,16.0,,Thompson-Predict,60fcc356256445ec7775dc39
expert,watch play play,1,1,18.0,17.0,,20,18,,Thompson-Lesion,61183a3a63c62d933e60d5bf
expert,watch play play,1,1,18.0,17.0,,14,15,,Thompson-Naive,61183a3a63c62d933e60d5bf
expert,watch play play,1,1,18.0,17.0,,12,14,,Thompson-Predict,61183a3a63c62d933e60d5bf
novice,play watch play,1,1,12.0,16.0,,10.0,9.0,,Thompson-Lesion,60fcc356256445ec7775dc39
novice,play watch play,1,1,12.0,16.0,,13.0,14.0,,Thompson-Naive,60fcc356256445ec7775dc39
novice,play watch play,1,1,12.0,16.0,,15.0,13.0,,Thompson-Predict,60fcc356256445ec7775dc39
expert,watch play play,1,1,20.0,21.0,,19,22,,Thompson-Lesion,5e1c138a2bf9514062e4de6b
expert,watch play play,1,1,20.0,21.0,,16,15,,Thompson-Naive,5e1c138a2bf9514062e4de6b
expert,watch play play,1,1,20.0,21.0,,20,19,,Thompson-Predict,5e1c138a2bf9514062e4de6b
novice,play watch play,1,1,15.0,22.0,,7.0,20.0,,Thompson-Lesion,60b6b4d12a9854d3385bc768
novice,play watch play,1,1,15.0,22.0,,10.0,18.0,,Thompson-Naive,60b6b4d12a9854d3385bc768
novice,play watch play,1,1,15.0,22.0,,15.0,17.0,,Thompson-Predict,60b6b4d12a9854d3385bc768
novice,watch play play,0,0,16.0,10.0,,13,14,,Thompson-Lesion,63ea7487c993eddd00c8ab47
novice,watch play play,0,0,16.0,10.0,,10,10,,Thompson-Naive,63ea7487c993eddd00c8ab47
novice,watch play play,0,0,16.0,10.0,,13,17,,Thompson-Predict,63ea7487c993eddd00c8ab47
no teacher,play play play,1,0,22.0,22.0,21.0,12.0,18.0,23.0,Thompson-Lesion,55acf681fdf99b3d5b2ab68c
no teacher,play play play,1,0,22.0,22.0,21.0,12.0,17.0,19.0,Thompson-Naive,55acf681fdf99b3d5b2ab68c
no teacher,play play play,1,0,22.0,22.0,21.0,4.0,18.0,15.0,Thompson-Predict,55acf681fdf99b3d5b2ab68c
no teacher,play play play,3,1,16.0,9.0,9.0,15.0,15.0,15.0,Thompson-Lesion,646778f0d6b43cbeb4501454
no teacher,play play play,3,1,16.0,9.0,9.0,15.0,11.0,15.0,Thompson-Naive,646778f0d6b43cbeb4501454
no teacher,play play play,3,1,16.0,9.0,9.0,10.0,15.0,16.0,Thompson-Predict,646778f0d6b43cbeb4501454
novice,watch play play,1,1,10.0,11.0,,14,13,,Thompson-Lesion,5d0e6b201b7ef6001a6346fc
novice,watch play play,1,1,10.0,11.0,,16,20,,Thompson-Naive,5d0e6b201b7ef6001a6346fc
novice,watch play play,1,1,10.0,11.0,,14,12,,Thompson-Predict,5d0e6b201b7ef6001a6346fc
expert,watch play play,1,1,7.0,7.0,,10,13,,Thompson-Lesion,5d2a5458c0898e001ab08f65
expert,watch play play,1,1,7.0,7.0,,11,19,,Thompson-Naive,5d2a5458c0898e001ab08f65
expert,watch play play,1,1,7.0,7.0,,14,12,,Thompson-Predict,5d2a5458c0898e001ab08f65
expert,watch play play,0,0,12.0,10.0,,15,13,,Thompson-Lesion,655f8305b777e4c757101337
expert,watch play play,0,0,12.0,10.0,,13,20,,Thompson-Naive,655f8305b777e4c757101337
expert,watch play play,0,0,12.0,10.0,,11,15,,Thompson-Predict,655f8305b777e4c757101337
expert,play watch play,0,0,23.0,17.0,,15.0,21.0,,Thompson-Lesion,5ba163d9cc5dd00001672c78
expert,play watch play,0,0,23.0,17.0,,16.0,21.0,,Thompson-Naive,5ba163d9cc5dd00001672c78
expert,play watch play,0,0,23.0,17.0,,18.0,16.0,,Thompson-Predict,5ba163d9cc5dd00001672c78
no teacher,play play play,3,0,22.0,18.0,19.0,12.0,19.0,20.0,Thompson-Lesion,589d0c07d6a2220001178695
no teacher,play play play,3,0,22.0,18.0,19.0,11.0,17.0,19.0,Thompson-Naive,589d0c07d6a2220001178695
no teacher,play play play,3,0,22.0,18.0,19.0,14.0,20.0,18.0,Thompson-Predict,589d0c07d6a2220001178695
expert,play watch play,0,0,15.0,14.0,,12.0,22.0,,Thompson-Lesion,6020606d7b0258677b881f63
expert,play watch play,0,0,15.0,14.0,,9.0,12.0,,Thompson-Naive,6020606d7b0258677b881f63
expert,play watch play,0,0,15.0,14.0,,12.0,17.0,,Thompson-Predict,6020606d7b0258677b881f63
novice,play watch play,1,1,13.0,14.0,,12.0,16.0,,Thompson-Lesion,5f24629d239fcb02d69a18d1
novice,play watch play,1,1,13.0,14.0,,13.0,13.0,,Thompson-Naive,5f24629d239fcb02d69a18d1
novice,play watch play,1,1,13.0,14.0,,12.0,14.0,,Thompson-Predict,5f24629d239fcb02d69a18d1
novice,watch play play,1,1,11.0,6.0,,12,16,,Thompson-Lesion,6496f162cb9494f2bd0cb495
novice,watch play play,1,1,11.0,6.0,,14,17,,Thompson-Naive,6496f162cb9494f2bd0cb495
novice,watch play play,1,1,11.0,6.0,,18,17,,Thompson-Predict,6496f162cb9494f2bd0cb495
novice,play watch play,1,1,10.0,8.0,,13.0,21.0,,Thompson-Lesion,628524300be4422b915b32a9
novice,play watch play,1,1,10.0,8.0,,8.0,24.0,,Thompson-Naive,628524300be4422b915b32a9
novice,play watch play,1,1,10.0,8.0,,15.0,17.0,,Thompson-Predict,628524300be4422b915b32a9
no teacher,play play play,2,0,8.0,12.0,15.0,6.0,14.0,14.0,Thompson-Lesion,5e8cf43fbf65bf0bdfe15296
no teacher,play play play,2,0,8.0,12.0,15.0,12.0,19.0,19.0,Thompson-Naive,5e8cf43fbf65bf0bdfe15296
no teacher,play play play,2,0,8.0,12.0,15.0,10.0,15.0,12.0,Thompson-Predict,5e8cf43fbf65bf0bdfe15296
novice,watch play play,1,1,15.0,13.0,,7,11,,Thompson-Lesion,65a886d80279e6d71af87e7b
novice,watch play play,1,1,15.0,13.0,,12,9,,Thompson-Naive,65a886d80279e6d71af87e7b
novice,watch play play,1,1,15.0,13.0,,10,6,,Thompson-Predict,65a886d80279e6d71af87e7b
novice,play watch play,0,0,7.0,10.0,,12.0,14.0,,Thompson-Lesion,5d1555fe628de0001966c2fa
novice,play watch play,0,0,7.0,10.0,,19.0,19.0,,Thompson-Naive,5d1555fe628de0001966c2fa
novice,play watch play,0,0,7.0,10.0,,17.0,19.0,,Thompson-Predict,5d1555fe628de0001966c2fa
expert,play watch play,0,0,9.0,23.0,,15.0,13.0,,Thompson-Lesion,55c694e3fdf99b6c4f28595f
expert,play watch play,0,0,9.0,23.0,,12.0,19.0,,Thompson-Naive,55c694e3fdf99b6c4f28595f
expert,play watch play,0,0,9.0,23.0,,12.0,15.0,,Thompson-Predict,55c694e3fdf99b6c4f28595f
no teacher,play play play,2,1,16.0,14.0,10.0,9.0,14.0,17.0,Thompson-Lesion,6400f74904684aced4782997
no teacher,play play play,2,1,16.0,14.0,10.0,9.0,9.0,15.0,Thompson-Naive,6400f74904684aced4782997
no teacher,play play play,2,1,16.0,14.0,10.0,14.0,16.0,21.0,Thompson-Predict,6400f74904684aced4782997
novice,play watch play,0,0,14.0,20.0,,11.0,14.0,,Thompson-Lesion,58c518d7b101a70001293900
novice,play watch play,0,0,14.0,20.0,,13.0,12.0,,Thompson-Naive,58c518d7b101a70001293900
novice,play watch play,0,0,14.0,20.0,,13.0,12.0,,Thompson-Predict,58c518d7b101a70001293900
no teacher,play play play,2,0,21.0,22.0,22.0,12.0,17.0,18.0,Thompson-Lesion,581d50e882c5aa000132ce4f
no teacher,play play play,2,0,21.0,22.0,22.0,16.0,17.0,18.0,Thompson-Naive,581d50e882c5aa000132ce4f
no teacher,play play play,2,0,21.0,22.0,22.0,9.0,10.0,12.0,Thompson-Predict,581d50e882c5aa000132ce4f
novice,play watch play,1,1,11.0,12.0,,11.0,16.0,,Thompson-Lesion,5c48189592909000016862e7
novice,play watch play,1,1,11.0,12.0,,14.0,11.0,,Thompson-Naive,5c48189592909000016862e7
novice,play watch play,1,1,11.0,12.0,,14.0,14.0,,Thompson-Predict,5c48189592909000016862e7
expert,play watch play,0,0,8.0,22.0,,15.0,18.0,,Thompson-Lesion,65982731eb34299993506e21
expert,play watch play,0,0,8.0,22.0,,12.0,13.0,,Thompson-Naive,65982731eb34299993506e21
expert,play watch play,0,0,8.0,22.0,,15.0,20.0,,Thompson-Predict,65982731eb34299993506e21
expert,watch play play,1,1,20.0,19.0,,15,16,,Thompson-Lesion,5c35ad4bdb7cf60001204af9
expert,watch play play,1,1,20.0,19.0,,16,12,,Thompson-Naive,5c35ad4bdb7cf60001204af9
expert,watch play play,1,1,20.0,19.0,,19,16,,Thompson-Predict,5c35ad4bdb7cf60001204af9
no teacher,play play play,1,1,10.0,12.0,8.0,9.0,15.0,19.0,Thompson-Lesion,5ea3694d838a642e5790ec0a
no teacher,play play play,1,1,10.0,12.0,8.0,6.0,8.0,11.0,Thompson-Naive,5ea3694d838a642e5790ec0a
no teacher,play play play,1,1,10.0,12.0,8.0,9.0,17.0,19.0,Thompson-Predict,5ea3694d838a642e5790ec0a
expert,watch play play,0,0,14.0,12.0,,14,17,,Thompson-Lesion,65ae75ddcc163b8e8b23d45b
expert,watch play play,0,0,14.0,12.0,,14,15,,Thompson-Naive,65ae75ddcc163b8e8b23d45b
expert,watch play play,0,0,14.0,12.0,,16,22,,Thompson-Predict,65ae75ddcc163b8e8b23d45b
no teacher,play play play,2,1,11.0,8.0,15.0,10.0,13.0,18.0,Thompson-Lesion,6496f162cb9494f2bd0cb495
no teacher,play play play,2,1,11.0,8.0,15.0,14.0,19.0,15.0,Thompson-Naive,6496f162cb9494f2bd0cb495
no teacher,play play play,2,1,11.0,8.0,15.0,9.0,10.0,18.0,Thompson-Predict,6496f162cb9494f2bd0cb495
novice,play watch play,0,0,13.0,14.0,,16.0,18.0,,Thompson-Lesion,5f0151a9e5751c2a5313c45e
novice,play watch play,0,0,13.0,14.0,,9.0,20.0,,Thompson-Naive,5f0151a9e5751c2a5313c45e
novice,play watch play,0,0,13.0,14.0,,13.0,19.0,,Thompson-Predict,5f0151a9e5751c2a5313c45e
no teacher,play play play,4,1,9.0,20.0,14.0,16.0,13.0,12.0,Thompson-Lesion,616d6463aa6ae2ee832b3804
no teacher,play play play,4,1,9.0,20.0,14.0,11.0,9.0,17.0,Thompson-Naive,616d6463aa6ae2ee832b3804
no teacher,play play play,4,1,9.0,20.0,14.0,14.0,17.0,16.0,Thompson-Predict,616d6463aa6ae2ee832b3804
expert,play watch play,1,1,8.0,11.0,,10.0,15.0,,Thompson-Lesion,63d3fbb451ad7ba5c2f30246
expert,play watch play,1,1,8.0,11.0,,6.0,20.0,,Thompson-Naive,63d3fbb451ad7ba5c2f30246
expert,play watch play,1,1,8.0,11.0,,9.0,17.0,,Thompson-Predict,63d3fbb451ad7ba5c2f30246
