prolific_id,teacher_condition,block_condition,block_index,game_type,condition_index,condition_count_index,total_reward,choice_variance,choice_entropy,method
55acf681fdf99b3d5b2ab68c,expert,watch play play,1,play,4,0,14,0.31884057971014523,1.0434356963218767,Humans
55acf681fdf99b3d5b2ab68c,expert,watch play play,2,play,4,0,15,0.47644927536231846,1.3512274809529559,Humans
55acf681fdf99b3d5b2ab68c,expert,watch play play,0,watch,4,1,14,11.130434782608695,2.0134893002931977,Humans
55acf681fdf99b3d5b2ab68c,expert,watch play play,1,play,4,1,12,5.375,2.183893629661143,Humans
55acf681fdf99b3d5b2ab68c,expert,watch play play,2,play,4,1,17,1.085144927536232,1.0994839817876882,Humans
55bc99e3fdf99b06452252f8,expert,play watch play,0,play,0,0,9,2.9275362318840585,2.1508676764873833,Humans
55bc99e3fdf99b06452252f8,expert,play watch play,1,watch,0,0,19,1.3025362318840583,1.1226079684006318,Humans
55bc99e3fdf99b06452252f8,expert,play watch play,2,play,0,0,14,0.3894927536231885,0.9405662399881731,Humans
55bc99e3fdf99b06452252f8,expert,play watch play,0,play,0,1,11,2.3894927536231894,2.0156546557441946,Humans
55bc99e3fdf99b06452252f8,expert,play watch play,1,watch,0,1,12,9.99275362318841,1.408222675578688,Humans
55bc99e3fdf99b06452252f8,expert,play watch play,2,play,0,1,15,0.4057971014492758,1.3470732979972746,Humans
55bc99e3fdf99b06452252f8,novice,play watch play,0,play,1,0,9,1.673913043478261,1.915885150264076,Humans
55bc99e3fdf99b06452252f8,novice,play watch play,1,watch,1,0,12,20.30253623188406,2.8443609377704338,Humans
55bc99e3fdf99b06452252f8,novice,play watch play,2,play,1,0,14,1.014492753623189,0.9798687566511528,Humans
55bc99e3fdf99b06452252f8,novice,play watch play,0,play,1,1,8,1.3025362318840583,1.9899343783255763,Humans
55bc99e3fdf99b06452252f8,novice,play watch play,1,watch,1,1,14,10.949275362318845,3.2720552088742005,Humans
55bc99e3fdf99b06452252f8,novice,play watch play,2,play,1,1,16,7.3840579710144905,1.7492184835974092,Humans
55bc99e3fdf99b06452252f8,expert,watch play play,0,watch,2,0,17,6.418478260869565,1.584962500721156,Humans
55bc99e3fdf99b06452252f8,expert,watch play play,1,play,2,0,19,0,-0,Humans
55bc99e3fdf99b06452252f8,expert,watch play play,2,play,2,0,20,0,-0,Humans
55bc99e3fdf99b06452252f8,expert,watch play play,0,watch,2,1,18,14.253623188405793,2.4397981900809884,Humans
55bc99e3fdf99b06452252f8,expert,watch play play,1,play,2,1,13,1.731884057971013,1.4899343783255763,Humans
55bc99e3fdf99b06452252f8,expert,watch play play,2,play,2,1,15,1.6231884057971007,1.2593984370492772,Humans
55bc99e3fdf99b06452252f8,no teacher,play play play,0,play,3,0,18,0,-0,Humans
55bc99e3fdf99b06452252f8,no teacher,play play play,1,play,3,0,6,10.775362318840582,2.573934896284056,Humans
55bc99e3fdf99b06452252f8,no teacher,play play play,2,play,3,0,20,0.20108695652173914,0.49715018363696706,Humans
55bc99e3fdf99b06452252f8,no teacher,play play play,0,play,3,1,19,0.07971014492753632,0.41381685030363374,Humans
55bc99e3fdf99b06452252f8,no teacher,play play play,1,play,3,1,20,0,-0,Humans
55bc99e3fdf99b06452252f8,no teacher,play play play,2,play,3,1,23,0,-0,Humans
55bc99e3fdf99b06452252f8,novice,watch play play,0,watch,4,0,13,10.30253623188406,2.916666666666667,Humans
55bc99e3fdf99b06452252f8,novice,watch play play,1,play,4,0,16,2.3315217391304346,0.9949848281859701,Humans
55bc99e3fdf99b06452252f8,novice,watch play play,2,play,4,0,20,0,-0,Humans
55bc99e3fdf99b06452252f8,novice,watch play play,0,watch,4,1,13,10.346014492753625,2.8716535224393334,Humans
55bc99e3fdf99b06452252f8,novice,watch play play,1,play,4,1,10,17.79710144927536,2.284159127851422,Humans
55bc99e3fdf99b06452252f8,novice,watch play play,2,play,4,1,16,0,-0,Humans
55c694e3fdf99b6c4f28595f,novice,play watch play,0,play,0,0,11,5.128623188405794,2.605388542207534,Humans
55c694e3fdf99b6c4f28595f,novice,play watch play,1,watch,0,0,12,11.123188405797102,3.2720552088742005,Humans
55c694e3fdf99b6c4f28595f,novice,play watch play,2,play,0,0,11,3.3025362318840585,2.1550287377419615,Humans
55c694e3fdf99b6c4f28595f,novice,play watch play,0,play,0,1,11,12.405797101449275,2.923533209849189,Humans
55c694e3fdf99b6c4f28595f,novice,play watch play,1,watch,0,1,8,11.027173913043478,3.386842188131012,Humans
55c694e3fdf99b6c4f28595f,novice,play watch play,2,play,0,1,19,0.14492753623188415,0.6500224216483541,Humans
55c694e3fdf99b6c4f28595f,expert,play watch play,0,play,1,0,9,8.46195652173913,3.0739348962840563,Humans
55c694e3fdf99b6c4f28595f,expert,play watch play,1,watch,1,0,14,13.157608695652174,1.9883620710752947,Humans
55c694e3fdf99b6c4f28595f,expert,play watch play,2,play,1,0,23,0,-0,Humans
55c694e3fdf99b6c4f28595f,expert,play watch play,0,play,1,1,15,6.911231884057974,2.110625918002233,Humans
55c694e3fdf99b6c4f28595f,expert,play watch play,1,watch,1,1,19,7.824275362318843,1.4396763215021657,Humans
55c694e3fdf99b6c4f28595f,expert,play watch play,2,play,1,1,19,0,-0,Humans
55c694e3fdf99b6c4f28595f,no teacher,play play play,0,play,2,0,15,0,-0,Humans
55c694e3fdf99b6c4f28595f,no teacher,play play play,1,play,2,0,11,0,-0,Humans
55c694e3fdf99b6c4f28595f,no teacher,play play play,2,play,2,0,16,0.2536231884057972,0.9798687566511528,Humans
55c694e3fdf99b6c4f28595f,no teacher,play play play,0,play,2,1,9,9.766304347826088,3.0739348962840563,Humans
55c694e3fdf99b6c4f28595f,no teacher,play play play,1,play,2,1,12,0.3695652173913043,0.8166890883150209,Humans
55c694e3fdf99b6c4f28595f,no teacher,play play play,2,play,2,1,17,0.144927536231884,0.6500224216483541,Humans
55c694e3fdf99b6c4f28595f,novice,watch play play,0,watch,3,0,14,12.244565217391305,3.386842188131012,Humans
55c694e3fdf99b6c4f28595f,novice,watch play play,1,play,3,0,19,0,-0,Humans
55c694e3fdf99b6c4f28595f,novice,watch play play,2,play,3,0,22,0,-0,Humans
55c694e3fdf99b6c4f28595f,novice,watch play play,0,watch,3,1,14,10.085144927536232,2.9532433566073992,Humans
55c694e3fdf99b6c4f28595f,novice,watch play play,1,play,3,1,15,0,-0,Humans
55c694e3fdf99b6c4f28595f,novice,watch play play,2,play,3,1,11,0,-0,Humans
55c694e3fdf99b6c4f28595f,expert,watch play play,0,watch,4,0,21,15.362318840579709,1.528368899209021,Humans
55c694e3fdf99b6c4f28595f,expert,watch play play,1,play,4,0,21,0,-0,Humans
55c694e3fdf99b6c4f28595f,expert,watch play play,2,play,4,0,19,0,-0,Humans
55c694e3fdf99b6c4f28595f,expert,watch play play,0,watch,4,1,19,7.101449275362318,1.9677648376739312,Humans
55c694e3fdf99b6c4f28595f,expert,watch play play,1,play,4,1,20,0,-0,Humans
55c694e3fdf99b6c4f28595f,expert,watch play play,2,play,4,1,21,0,-0,Humans
5635d988dc62e5000bcb3eb2,expert,watch play play,0,watch,0,0,13,5.244565217391305,1.8903360647604435,Humans
5635d988dc62e5000bcb3eb2,expert,watch play play,1,play,0,0,21,0.5199275362318833,0.49715018363696706,Humans
5635d988dc62e5000bcb3eb2,expert,watch play play,2,play,0,0,19,0.375,0.24988229283318544,Humans
5635d988dc62e5000bcb3eb2,expert,watch play play,0,watch,0,1,17,7.710144927536232,1.915885150264076,Humans
5635d988dc62e5000bcb3eb2,expert,watch play play,1,play,0,1,16,2.6884057971014506,1.1226079684006318,Humans
5635d988dc62e5000bcb3eb2,expert,watch play play,2,play,0,1,21,0.04166666666666669,0.24988229283318544,Humans
5635d988dc62e5000bcb3eb2,novice,play watch play,0,play,1,0,18,1.1231884057971009,0.9833557549816875,Humans
5635d988dc62e5000bcb3eb2,novice,play watch play,1,watch,1,0,11,12.041666666666666,3.0680303358642105,Humans
5635d988dc62e5000bcb3eb2,novice,play watch play,2,play,1,0,17,6.195652173913044,0.7382848661434506,Humans
5635d988dc62e5000bcb3eb2,novice,play watch play,0,play,1,1,15,4.405797101449278,1.2593984370492775,Humans
5635d988dc62e5000bcb3eb2,novice,play watch play,1,watch,1,1,15,11.38949275362319,3.001629167387823,Humans
5635d988dc62e5000bcb3eb2,novice,play watch play,2,play,1,1,13,1.0362318840579712,0.9949848281859701,Humans
5635d988dc62e5000bcb3eb2,expert,play watch play,0,play,2,0,21,0.041666666666666616,0.24988229283318544,Humans
5635d988dc62e5000bcb3eb2,expert,play watch play,1,watch,2,0,15,2.057971014492753,1.4969152532855432,Humans
5635d988dc62e5000bcb3eb2,expert,play watch play,2,play,2,0,23,0,-0,Humans
5635d988dc62e5000bcb3eb2,expert,play watch play,0,play,2,1,15,1.0416666666666676,0.24988229283318544,Humans
5635d988dc62e5000bcb3eb2,expert,play watch play,1,watch,2,1,14,7.157608695652174,1.6063429881688325,Humans
5635d988dc62e5000bcb3eb2,expert,play watch play,2,play,2,1,22,0,-0,Humans
5635d988dc62e5000bcb3eb2,novice,watch play play,0,watch,3,0,5,15.21014492753623,3.386842188131012,Humans
5635d988dc62e5000bcb3eb2,novice,watch play play,1,play,3,0,22,0,-0,Humans
5635d988dc62e5000bcb3eb2,novice,watch play play,2,play,3,0,19,0,-0,Humans
5635d988dc62e5000bcb3eb2,novice,watch play play,0,watch,3,1,11,14.34601449275362,3.3512274809529563,Humans
5635d988dc62e5000bcb3eb2,novice,watch play play,1,play,3,1,10,14.492753623188408,0.6500224216483541,Humans
5635d988dc62e5000bcb3eb2,novice,watch play play,2,play,3,1,9,3.592391304347826,0.8886865525783176,Humans
5635d988dc62e5000bcb3eb2,no teacher,play play play,0,play,4,0,15,0.5434782608695652,0.7416847557897408,Humans
5635d988dc62e5000bcb3eb2,no teacher,play play play,1,play,4,0,12,2.6884057971014483,2.2720552088742005,Humans
5635d988dc62e5000bcb3eb2,no teacher,play play play,2,play,4,0,13,0.17210144927536236,0.7382848661434506,Humans
5635d988dc62e5000bcb3eb2,no teacher,play play play,0,play,4,1,8,5.188405797101448,1.850983694881109,Humans
5635d988dc62e5000bcb3eb2,no teacher,play play play,1,play,4,1,8,2.8532608695652173,1.815368987703053,Humans
5635d988dc62e5000bcb3eb2,no teacher,play play play,2,play,4,1,16,0.6666666666666659,0.24988229283318544,Humans
568e7144e3ef9e000da20149,expert,watch play play,0,watch,0,0,15,6.085144927536229,1.778368899209021,Humans
568e7144e3ef9e000da20149,expert,watch play play,1,play,0,0,18,3.3043478260869565,1.6063429881688325,Humans
568e7144e3ef9e000da20149,expert,watch play play,2,play,0,0,22,0,-0,Humans
568e7144e3ef9e000da20149,expert,watch play play,0,watch,0,1,17,6.282608695652174,1.501629167387823,Humans
568e7144e3ef9e000da20149,expert,watch play play,1,play,0,1,19,0,-0,Humans
568e7144e3ef9e000da20149,expert,watch play play,2,play,0,1,14,0,-0,Humans
568e7144e3ef9e000da20149,novice,watch play play,0,watch,1,0,14,8.519927536231883,2.9328173151210217,Humans
568e7144e3ef9e000da20149,novice,watch play play,1,play,1,0,20,0,-0,Humans
568e7144e3ef9e000da20149,novice,watch play play,2,play,1,0,7,12.157608695652174,3.5220552088742005,Humans
568e7144e3ef9e000da20149,novice,watch play play,0,watch,1,1,13,15.043478260869565,3.1572682296173893,Humans
568e7144e3ef9e000da20149,novice,watch play play,1,play,1,1,22,0,-0,Humans
568e7144e3ef9e000da20149,novice,watch play play,2,play,1,1,22,0,-0,Humans
568e7144e3ef9e000da20149,no teacher,play play play,0,play,2,0,14,1.983695652173913,1.2220198859116511,Humans
568e7144e3ef9e000da20149,no teacher,play play play,1,play,2,0,20,0,-0,Humans
568e7144e3ef9e000da20149,no teacher,play play play,2,play,2,0,23,0.11413043478260869,0.5435644431995964,Humans
568e7144e3ef9e000da20149,no teacher,play play play,0,play,2,1,17,0.04166666666666669,0.24988229283318544,Humans
568e7144e3ef9e000da20149,no teacher,play play play,1,play,2,1,16,0.5434782608695652,0.7416847557897409,Humans
568e7144e3ef9e000da20149,no teacher,play play play,2,play,2,1,11,6.432971014492753,2.6572682296173893,Humans
568e7144e3ef9e000da20149,novice,play watch play,0,play,3,0,18,0,-0,Humans
568e7144e3ef9e000da20149,novice,play watch play,1,watch,3,0,5,13.73913043478261,3.3716535224393334,Humans
568e7144e3ef9e000da20149,novice,play watch play,2,play,3,0,23,0,-0,Humans
568e7144e3ef9e000da20149,novice,play watch play,0,play,3,1,12,7.471014492753625,2.634602696255584,Humans
568e7144e3ef9e000da20149,novice,play watch play,1,watch,3,1,10,10.954710144927539,3.288320189106,Humans
568e7144e3ef9e000da20149,novice,play watch play,2,play,3,1,19,0,-0,Humans
568e7144e3ef9e000da20149,expert,play watch play,0,play,4,0,14,1.3025362318840574,1.6784124677945969,Humans
568e7144e3ef9e000da20149,expert,play watch play,1,watch,4,0,19,3.47101449275362,1.751629167387823,Humans
568e7144e3ef9e000da20149,expert,play watch play,2,play,4,0,20,0,-0,Humans
568e7144e3ef9e000da20149,expert,play watch play,0,play,4,1,17,1.5362318840579727,1.8617022325423545,Humans
568e7144e3ef9e000da20149,expert,play watch play,1,watch,4,1,14,12.070652173913043,2.3699100232740657,Humans
568e7144e3ef9e000da20149,expert,play watch play,2,play,4,1,19,0.717391304347826,0.41381685030363374,Humans
577d11f88b3e2300016d74a0,novice,play watch play,0,play,0,0,13,9.548913043478262,2.631051959488611,Humans
577d11f88b3e2300016d74a0,novice,play watch play,1,watch,0,0,13,10.666666666666666,3.3197738350294776,Humans
577d11f88b3e2300016d74a0,novice,play watch play,2,play,0,0,12,13.215579710144926,3.16829583405449,Humans
577d11f88b3e2300016d74a0,novice,play watch play,0,play,0,1,9,16.166666666666664,3.173533209849189,Humans
577d11f88b3e2300016d74a0,novice,play watch play,1,watch,0,1,15,12.041666666666663,3.0383201891060003,Humans
577d11f88b3e2300016d74a0,novice,play watch play,2,play,0,1,18,3.8260869565217392,1.786080697230572,Humans
577d11f88b3e2300016d74a0,no teacher,play play play,0,play,1,0,11,8.259057971014492,3.151363669197544,Humans
577d11f88b3e2300016d74a0,no teacher,play play play,1,play,1,0,13,3.519927536231884,2.3180303358642105,Humans
577d11f88b3e2300016d74a0,no teacher,play play play,2,play,1,0,18,1.449275362318842,1.8694140305639055,Humans
577d11f88b3e2300016d74a0,no teacher,play play play,0,play,1,1,13,5.867753623188406,2.886842188131012,Humans
577d11f88b3e2300016d74a0,no teacher,play play play,1,play,1,1,13,7.275362318840579,3.137918502671133,Humans
577d11f88b3e2300016d74a0,no teacher,play play play,2,play,1,1,17,1.9057971014492758,1.4613005461074873,Humans
577d11f88b3e2300016d74a0,expert,watch play play,0,watch,2,0,19,13.259057971014494,1.273009654835499,Humans
577d11f88b3e2300016d74a0,expert,watch play play,1,play,2,0,22,0,-0,Humans
577d11f88b3e2300016d74a0,expert,watch play play,2,play,2,0,22,0,-0,Humans
577d11f88b3e2300016d74a0,expert,watch play play,0,watch,2,1,15,15.449275362318845,1.6368421881310113,Humans
577d11f88b3e2300016d74a0,expert,watch play play,1,play,2,1,22,0,-0,Humans
577d11f88b3e2300016d74a0,expert,watch play play,2,play,2,1,22,0,-0,Humans
577d11f88b3e2300016d74a0,novice,watch play play,0,watch,3,0,9,9.384057971014494,3.1216535224393334,Humans
577d11f88b3e2300016d74a0,novice,watch play play,1,play,3,0,13,4.753623188405797,1.2059413017339653,Humans
577d11f88b3e2300016d74a0,novice,watch play play,2,play,3,0,14,5.797101449275362,0.9182958340544896,Humans
577d11f88b3e2300016d74a0,novice,watch play play,0,watch,3,1,16,8.418478260869565,3.1531071683628116,Humans
577d11f88b3e2300016d74a0,novice,watch play play,1,play,3,1,13,3.557971014492754,1.6440011333048612,Humans
577d11f88b3e2300016d74a0,novice,watch play play,2,play,3,1,11,3.3460144927536204,1.9287705856438881,Humans
577d11f88b3e2300016d74a0,expert,play watch play,0,play,4,0,8,6.318840579710146,2.8012693629222505,Humans
577d11f88b3e2300016d74a0,expert,play watch play,1,watch,4,0,18,5.731884057971015,1.4082226755786877,Humans
577d11f88b3e2300016d74a0,expert,play watch play,2,play,4,0,19,0,-0,Humans
577d11f88b3e2300016d74a0,expert,play watch play,0,play,4,1,9,11.275362318840576,3.136842188131012,Humans
577d11f88b3e2300016d74a0,expert,play watch play,1,watch,4,1,17,21.731884057971012,1.7969371097526865,Humans
577d11f88b3e2300016d74a0,expert,play watch play,2,play,4,1,22,0,-0,Humans
5781c15381f331000139a89e,expert,watch play play,0,watch,0,0,21,1.809782608695652,1.4082226755786877,Humans
5781c15381f331000139a89e,expert,watch play play,1,play,0,0,17,0,-0,Humans
5781c15381f331000139a89e,expert,watch play play,2,play,0,0,22,0,-0,Humans
5781c15381f331000139a89e,expert,watch play play,0,watch,0,1,15,3.9981884057971,2.010360419811954,Humans
5781c15381f331000139a89e,expert,watch play play,1,play,0,1,19,0.9275362318840586,0.9182958340544896,Humans
5781c15381f331000139a89e,expert,watch play play,2,play,0,1,14,3.085144927536234,1.7201755214643448,Humans
5781c15381f331000139a89e,expert,play watch play,0,play,1,0,17,2.8677536231884058,1.4613005461074873,Humans
5781c15381f331000139a89e,expert,play watch play,1,watch,1,0,21,0.6884057971014493,1.1582226755786877,Humans
5781c15381f331000139a89e,expert,play watch play,2,play,1,0,21,0,-0,Humans
5781c15381f331000139a89e,expert,play watch play,0,play,1,1,12,13.818840579710145,2.017226962994476,Humans
5781c15381f331000139a89e,expert,play watch play,1,watch,1,1,15,5.548913043478261,1.7492184835974092,Humans
5781c15381f331000139a89e,expert,play watch play,2,play,1,1,11,1.3894927536231885,2.068144667641655,Humans
5781c15381f331000139a89e,no teacher,play play play,0,play,2,0,12,3.693840579710146,2.484697002530877,Humans
5781c15381f331000139a89e,no teacher,play play play,1,play,2,0,23,0,-0,Humans
5781c15381f331000139a89e,no teacher,play play play,2,play,2,0,20,0,-0,Humans
5781c15381f331000139a89e,no teacher,play play play,0,play,2,1,8,2.3188405797101446,2.105388542207534,Humans
5781c15381f331000139a89e,no teacher,play play play,1,play,2,1,17,0.1956521739130435,0.8112781244591328,Humans
5781c15381f331000139a89e,no teacher,play play play,2,play,2,1,16,0.1449275362318841,0.6500224216483541,Humans
5781c15381f331000139a89e,novice,watch play play,0,watch,3,0,11,16.375,3.1531071683628116,Humans
5781c15381f331000139a89e,novice,watch play play,1,play,3,0,18,1.954710144927538,1.4915560089120212,Humans
5781c15381f331000139a89e,novice,watch play play,2,play,3,0,19,0,-0,Humans
5781c15381f331000139a89e,novice,watch play play,0,watch,3,1,12,5.760869565217392,3.006866543182522,Humans
5781c15381f331000139a89e,novice,watch play play,1,play,3,1,16,0,-0,Humans
5781c15381f331000139a89e,novice,watch play play,2,play,3,1,11,0,-0,Humans
5781c15381f331000139a89e,novice,play watch play,0,play,4,0,16,0,-0,Humans
5781c15381f331000139a89e,novice,play watch play,1,watch,4,0,16,10.579710144927537,3.121653522439334,Humans
5781c15381f331000139a89e,novice,play watch play,2,play,4,0,12,0.7753623188405798,1.7843371980653047,Humans
5781c15381f331000139a89e,novice,play watch play,0,play,4,1,5,3.731884057971015,2.721251836004466,Humans
5781c15381f331000139a89e,novice,play watch play,1,watch,4,1,16,12.867753623188408,3.204986855772667,Humans
5781c15381f331000139a89e,novice,play watch play,2,play,4,1,10,1.2971014492753612,2.0978548143998657,Humans
581d50e882c5aa000132ce4f,novice,play watch play,0,play,0,0,13,3.3043478260869565,2.55700273142711,Humans
581d50e882c5aa000132ce4f,novice,play watch play,1,watch,0,0,9,13.101449275362318,3.153107168362811,Humans
581d50e882c5aa000132ce4f,novice,play watch play,2,play,0,0,6,1.983695652173913,2.3647869792568113,Humans
581d50e882c5aa000132ce4f,novice,play watch play,0,play,0,1,12,2.318840579710144,2.1258145836939115,Humans
581d50e882c5aa000132ce4f,novice,play watch play,1,watch,0,1,12,8.65036231884058,3.062907291846956,Humans
581d50e882c5aa000132ce4f,novice,play watch play,2,play,0,1,8,10.340579710144922,2.912505605412089,Humans
581d50e882c5aa000132ce4f,expert,watch play play,0,watch,1,0,21,7.710144927536236,1.5204260414863777,Humans
581d50e882c5aa000132ce4f,expert,watch play play,1,play,1,0,17,3.432971014492753,1.3260875253642983,Humans
581d50e882c5aa000132ce4f,expert,watch play play,2,play,1,0,21,0,-0,Humans
581d50e882c5aa000132ce4f,expert,watch play play,0,watch,1,1,19,5.737318840579706,1.523009654835499,Humans
581d50e882c5aa000132ce4f,expert,watch play play,1,play,1,1,21,2.432971014492752,0.49715018363696706,Humans
581d50e882c5aa000132ce4f,expert,watch play play,2,play,1,1,23,0,-0,Humans
581d50e882c5aa000132ce4f,no teacher,play play play,0,play,2,0,21,0.20108695652173914,0.49715018363696706,Humans
581d50e882c5aa000132ce4f,no teacher,play play play,1,play,2,0,22,0,-0,Humans
581d50e882c5aa000132ce4f,no teacher,play play play,2,play,2,0,22,0,-0,Humans
581d50e882c5aa000132ce4f,no teacher,play play play,0,play,2,1,21,0,-0,Humans
581d50e882c5aa000132ce4f,no teacher,play play play,1,play,2,1,23,0,-0,Humans
581d50e882c5aa000132ce4f,no teacher,play play play,2,play,2,1,19,0,-0,Humans
581d50e882c5aa000132ce4f,novice,watch play play,0,watch,3,0,10,13.014492753623186,3.069773835029478,Humans
581d50e882c5aa000132ce4f,novice,watch play play,1,play,3,0,20,8.347826086956522,0.9182958340544896,Humans
581d50e882c5aa000132ce4f,novice,watch play play,2,play,3,0,23,0,-0,Humans
581d50e882c5aa000132ce4f,novice,watch play play,0,watch,3,1,11,12.041666666666666,3.2610276044371007,Humans
581d50e882c5aa000132ce4f,novice,watch play play,1,play,3,1,13,1.826086956521739,0.5435644431995964,Humans
581d50e882c5aa000132ce4f,novice,watch play play,2,play,3,1,10,0,-0,Humans
581d50e882c5aa000132ce4f,expert,play watch play,0,play,4,0,20,0,-0,Humans
581d50e882c5aa000132ce4f,expert,play watch play,1,watch,4,0,17,14.085144927536229,1.4915560089120212,Humans
581d50e882c5aa000132ce4f,expert,play watch play,2,play,4,0,19,0,-0,Humans
581d50e882c5aa000132ce4f,expert,play watch play,0,play,4,1,15,0,-0,Humans
581d50e882c5aa000132ce4f,expert,play watch play,1,watch,4,1,15,3.6739130434782608,1.5230096548354992,Humans
581d50e882c5aa000132ce4f,expert,play watch play,2,play,4,1,21,0,-0,Humans
589d0c07d6a2220001178695,expert,watch play play,0,watch,0,0,19,3.8967391304347827,1.273009654835499,Humans
589d0c07d6a2220001178695,expert,watch play play,1,play,0,0,19,0.14492753623188398,0.6500224216483541,Humans
589d0c07d6a2220001178695,expert,watch play play,2,play,0,0,24,0,-0,Humans
589d0c07d6a2220001178695,expert,watch play play,0,watch,0,1,15,8.695652173913043,2.0134893002931977,Humans
589d0c07d6a2220001178695,expert,watch play play,1,play,0,1,18,0.3025362318840576,0.9000224216483541,Humans
589d0c07d6a2220001178695,expert,watch play play,2,play,0,1,18,1.1521739130434783,1.1226079684006318,Humans
589d0c07d6a2220001178695,novice,watch play play,0,watch,1,0,9,9.992753623188408,3.1845608142862893,Humans
589d0c07d6a2220001178695,novice,watch play play,1,play,1,0,18,0.08695652173913043,0.49715018363696706,Humans
589d0c07d6a2220001178695,novice,watch play play,2,play,1,0,19,0,-0,Humans
589d0c07d6a2220001178695,novice,watch play play,0,watch,1,1,10,6.949275362318838,2.867492461184755,Humans
589d0c07d6a2220001178695,novice,watch play play,1,play,1,1,11,7.650362318840581,1.6625056054120886,Humans
589d0c07d6a2220001178695,novice,watch play play,2,play,1,1,8,10.804347826086957,2.6666666666666665,Humans
589d0c07d6a2220001178695,expert,play watch play,0,play,2,0,15,1.041666666666666,1.4396763215021657,Humans
589d0c07d6a2220001178695,expert,play watch play,1,watch,2,0,18,10.476449275362322,1.6431558784658322,Humans
589d0c07d6a2220001178695,expert,play watch play,2,play,2,0,20,0,-0,Humans
589d0c07d6a2220001178695,expert,play watch play,0,play,2,1,16,2.4764492753623193,2.273131523414322,Humans
589d0c07d6a2220001178695,expert,play watch play,1,watch,2,1,15,6.2155797101449295,1.4135819199522097,Humans
589d0c07d6a2220001178695,expert,play watch play,2,play,2,1,20,0,-0,Humans
589d0c07d6a2220001178695,no teacher,play play play,0,play,3,0,22,0.04166666666666672,0.24988229283318544,Humans
589d0c07d6a2220001178695,no teacher,play play play,1,play,3,0,18,0,-0,Humans
589d0c07d6a2220001178695,no teacher,play play play,2,play,3,0,19,0.20108695652173914,0.49715018363696706,Humans
589d0c07d6a2220001178695,no teacher,play play play,0,play,3,1,17,0.5434782608695652,0.7416847557897409,Humans
589d0c07d6a2220001178695,no teacher,play play play,1,play,3,1,22,0,-0,Humans
589d0c07d6a2220001178695,no teacher,play play play,2,play,3,1,21,0,-0,Humans
589d0c07d6a2220001178695,novice,play watch play,0,play,4,0,13,6.231884057971015,2.5314536459234778,Humans
